Data_As_Of,Start_Date,End_Date,Groups,State,Sex,Age_Group,COVID_19_Deaths,Total_Deaths,Pneumonia_Deaths,Pneumonia_and_COVID_19_Deaths,Influenza_Deaths,Pneumonia_Influenza_or_COVID_19_Deaths,Footnote
07/19/2023,04/01/2023,04/30/2023,By Month,Pennsylvania,All Sexes,All Ages,230,11170,627,72,0,789,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,04/01/2023,04/30/2023,By Month,Texas,All Sexes,All Ages,320,18540,1108,147,15,1293,
07/19/2023,05/01/2023,05/31/2023,By Month,California,All Sexes,All Ages,359,23641,1512,137,0,1743,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2023,05/31/2023,By Month,Florida,All Sexes,All Ages,292,18948,1169,131,17,1345,
07/19/2023,05/01/2023,05/31/2023,By Month,Ohio,All Sexes,All Ages,158,10462,499,52,0,607,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2023,05/31/2023,By Month,Pennsylvania,All Sexes,All Ages,135,11230,510,44,0,604,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2023,05/31/2023,By Month,Texas,All Sexes,All Ages,223,18611,1088,111,11,1210,
07/19/2023,06/01/2023,06/30/2023,By Month,California,All Sexes,All Ages,270,21290,1389,115,0,1551,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2023,06/30/2023,By Month,Florida,All Sexes,All Ages,288,17669,1061,124,11,1236,
07/19/2023,06/01/2023,06/30/2023,By Month,Ohio,All Sexes,All Ages,96,8949,384,26,0,456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2023,06/30/2023,By Month,Pennsylvania,All Sexes,All Ages,97,10334,473,27,0,547,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2023,06/30/2023,By Month,Texas,All Sexes,All Ages,128,16246,884,53,0,966,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2023,07/15/2023,By Month,California,All Sexes,All Ages,52,4985,293,22,0,324,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2023,07/15/2023,By Month,Florida,All Sexes,All Ages,87,5142,279,38,0,334,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2023,07/15/2023,By Month,Ohio,All Sexes,All Ages,0,1786,65,0,0,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2023,07/15/2023,By Month,Pennsylvania,All Sexes,All Ages,12,1518,78,0,0,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2023,07/15/2023,By Month,Texas,All Sexes,All Ages,15,3648,183,0,0,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,01/01/2020,01/31/2020,By Month,California,All Sexes,All Ages,0,25756,2028,0,274,2302,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,01/01/2020,01/31/2020,By Month,Florida,All Sexes,All Ages,0,19486,1134,0,150,1284,
07/19/2023,01/01/2020,01/31/2020,By Month,Ohio,All Sexes,All Ages,0,11279,616,0,75,691,
07/19/2023,01/01/2020,01/31/2020,By Month,Pennsylvania,All Sexes,All Ages,0,12522,747,0,77,824,
07/19/2023,01/01/2020,01/31/2020,By Month,Texas,All Sexes,All Ages,0,19050,1412,0,184,1596,
07/19/2023,02/01/2020,02/29/2020,By Month,California,All Sexes,All Ages,0,23824,1845,0,296,2143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,02/01/2020,02/29/2020,By Month,Florida,All Sexes,All Ages,0,18207,1140,0,130,1270,
07/19/2023,02/01/2020,02/29/2020,By Month,Ohio,All Sexes,All Ages,0,10367,535,0,91,626,
07/19/2023,02/01/2020,02/29/2020,By Month,Pennsylvania,All Sexes,All Ages,0,11462,626,0,90,716,
07/19/2023,02/01/2020,02/29/2020,By Month,Texas,All Sexes,All Ages,0,17629,1202,0,160,1363,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,03/01/2020,03/31/2020,By Month,California,All Sexes,All Ages,279,25119,2241,149,189,2560,
07/19/2023,03/01/2020,03/31/2020,By Month,Florida,All Sexes,All Ages,191,19683,1514,106,101,1699,
07/19/2023,03/01/2020,03/31/2020,By Month,Ohio,All Sexes,All Ages,98,11151,726,44,111,891,
07/19/2023,03/01/2020,03/31/2020,By Month,Pennsylvania,All Sexes,All Ages,104,12125,817,51,133,1003,
07/19/2023,03/01/2020,03/31/2020,By Month,Texas,All Sexes,All Ages,99,18576,1412,32,116,1593,
07/19/2023,04/01/2020,04/30/2020,By Month,California,All Sexes,All Ages,2021,25617,2907,1156,31,3803,
07/19/2023,04/01/2020,04/30/2020,By Month,Florida,All Sexes,All Ages,1311,19210,1908,691,31,2554,
07/19/2023,04/01/2020,04/30/2020,By Month,Ohio,All Sexes,All Ages,1063,11528,1037,458,23,1664,
07/19/2023,04/01/2020,04/30/2020,By Month,Pennsylvania,All Sexes,All Ages,3502,15430,2047,1321,16,4240,
07/19/2023,04/01/2020,04/30/2020,By Month,Texas,All Sexes,All Ages,934,18572,1660,392,24,2226,
07/19/2023,05/01/2020,05/31/2020,By Month,California,All Sexes,All Ages,2238,24935,2578,1222,0,3599,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2020,05/31/2020,By Month,Florida,All Sexes,All Ages,1131,19097,1585,571,14,2156,
07/19/2023,05/01/2020,05/31/2020,By Month,Ohio,All Sexes,All Ages,1158,11704,900,451,0,1612,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2020,05/31/2020,By Month,Pennsylvania,All Sexes,All Ages,2711,13857,1478,980,0,3212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2020,05/31/2020,By Month,Texas,All Sexes,All Ages,964,18731,1560,449,13,2087,
07/19/2023,06/01/2020,06/30/2020,By Month,California,All Sexes,All Ages,2065,23984,2329,1096,0,3302,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2020,06/30/2020,By Month,Florida,All Sexes,All Ages,1083,18799,1507,548,0,2043,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2020,06/30/2020,By Month,Ohio,All Sexes,All Ages,559,10572,624,225,0,960,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2020,06/30/2020,By Month,Pennsylvania,All Sexes,All Ages,830,11221,658,237,0,1252,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,06/01/2020,06/30/2020,By Month,Texas,All Sexes,All Ages,1436,19173,1629,612,0,2456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2020,07/31/2020,By Month,California,All Sexes,All Ages,3890,27365,3459,2136,0,5213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2020,07/31/2020,By Month,Florida,All Sexes,All Ages,4980,23956,3502,2486,11,6001,
07/19/2023,07/01/2020,07/31/2020,By Month,Ohio,All Sexes,All Ages,681,11258,746,285,0,1145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,07/01/2020,07/31/2020,By Month,Pennsylvania,All Sexes,All Ages,499,11543,593,157,0,935,
07/19/2023,07/01/2020,07/31/2020,By Month,Texas,All Sexes,All Ages,6971,26487,4703,3593,11,8087,
07/19/2023,08/01/2020,08/31/2020,By Month,California,All Sexes,All Ages,3761,27535,3399,2150,0,5011,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,08/01/2020,08/31/2020,By Month,Florida,All Sexes,All Ages,4786,23539,3785,2792,10,5782,
07/19/2023,08/01/2020,08/31/2020,By Month,Ohio,All Sexes,All Ages,785,11450,803,352,0,1238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,08/01/2020,08/31/2020,By Month,Pennsylvania,All Sexes,All Ages,506,11505,597,171,0,932,
07/19/2023,08/01/2020,08/31/2020,By Month,Texas,All Sexes,All Ages,5147,23894,3829,2795,0,6186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,09/01/2020,09/30/2020,By Month,California,All Sexes,All Ages,2071,24488,2355,1172,0,3254,
07/19/2023,09/01/2020,09/30/2020,By Month,Florida,All Sexes,All Ages,2023,19523,2180,1202,0,3005,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,09/01/2020,09/30/2020,By Month,Ohio,All Sexes,All Ages,638,10901,676,275,0,1040,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,09/01/2020,09/30/2020,By Month,Pennsylvania,All Sexes,All Ages,418,11348,572,136,0,854,
07/19/2023,09/01/2020,09/30/2020,By Month,Texas,All Sexes,All Ages,2342,19891,2224,1260,0,3311,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,10/01/2020,10/31/2020,By Month,California,All Sexes,All Ages,1463,24533,2058,817,0,2707,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,10/01/2020,10/31/2020,By Month,Florida,All Sexes,All Ages,1410,19371,1827,833,0,2405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,10/01/2020,10/31/2020,By Month,Ohio,All Sexes,All Ages,990,11899,868,418,0,1440,
07/19/2023,10/01/2020,10/31/2020,By Month,Pennsylvania,All Sexes,All Ages,726,12086,751,289,0,1188,
07/19/2023,10/01/2020,10/31/2020,By Month,Texas,All Sexes,All Ages,2867,21227,2586,1574,12,3890,
07/19/2023,11/01/2020,11/30/2020,By Month,California,All Sexes,All Ages,2580,26526,2745,1393,0,3934,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,11/01/2020,11/30/2020,By Month,Florida,All Sexes,All Ages,1767,19315,2148,1180,12,2742,
07/19/2023,11/01/2020,11/30/2020,By Month,Ohio,All Sexes,All Ages,3074,13940,1836,1348,0,3563,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,11/01/2020,11/30/2020,By Month,Pennsylvania,All Sexes,All Ages,2565,14215,1619,1063,0,3125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,11/01/2020,11/30/2020,By Month,Texas,All Sexes,All Ages,5224,23446,4038,3025,14,6245,
07/19/2023,12/01/2020,12/31/2020,By Month,California,All Sexes,All Ages,13207,41094,9090,7498,11,14802,
07/19/2023,12/01/2020,12/31/2020,By Month,Florida,All Sexes,All Ages,3145,22879,3207,2077,18,4288,
07/19/2023,12/01/2020,12/31/2020,By Month,Ohio,All Sexes,All Ages,6051,17897,3410,2831,0,6632,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,12/01/2020,12/31/2020,By Month,Pennsylvania,All Sexes,All Ages,6546,19289,3139,2580,0,7107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,12/01/2020,12/31/2020,By Month,Texas,All Sexes,All Ages,7557,27012,5412,4298,26,8680,
07/19/2023,01/01/2021,01/31/2021,By Month,California,All Sexes,All Ages,20065,48148,13802,12191,16,21687,
07/19/2023,01/01/2021,01/31/2021,By Month,Florida,All Sexes,All Ages,5022,24926,4526,3363,0,6192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,01/01/2021,01/31/2021,By Month,Ohio,All Sexes,All Ages,4187,15200,2543,2027,0,4707,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,01/01/2021,01/31/2021,By Month,Pennsylvania,All Sexes,All Ages,4807,17063,2717,2138,0,5390,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,01/01/2021,01/31/2021,By Month,Texas,All Sexes,All Ages,10725,30681,7364,6199,20,11896,
07/19/2023,02/01/2021,02/28/2021,By Month,California,All Sexes,All Ages,7715,30047,6267,4961,11,9029,
07/19/2023,02/01/2021,02/28/2021,By Month,Florida,All Sexes,All Ages,3202,20961,3158,2150,0,4216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,02/01/2021,02/28/2021,By Month,Ohio,All Sexes,All Ages,1643,11640,1220,801,0,2063,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,02/01/2021,02/28/2021,By Month,Pennsylvania,All Sexes,All Ages,1935,12556,1388,920,0,2404,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,02/01/2021,02/28/2021,By Month,Texas,All Sexes,All Ages,5831,24064,4427,3409,15,6855,
07/19/2023,03/01/2021,03/31/2021,By Month,California,All Sexes,All Ages,2337,26792,2776,1441,0,3675,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,03/01/2021,03/31/2021,By Month,Florida,All Sexes,All Ages,1829,20623,2292,1261,0,2864,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,03/01/2021,03/31/2021,By Month,Ohio,All Sexes,All Ages,779,11043,867,386,0,1262,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,03/01/2021,03/31/2021,By Month,Pennsylvania,All Sexes,All Ages,1008,12127,936,481,0,1465,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,03/01/2021,03/31/2021,By Month,Texas,All Sexes,All Ages,2673,21061,2634,1601,10,3716,
07/19/2023,04/01/2021,04/30/2021,By Month,California,All Sexes,All Ages,1008,23276,1719,552,0,2176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,04/01/2021,04/30/2021,By Month,Florida,All Sexes,All Ages,1513,19804,1983,1018,0,2482,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,04/01/2021,04/30/2021,By Month,Ohio,All Sexes,All Ages,672,10628,737,336,0,1075,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,04/01/2021,04/30/2021,By Month,Pennsylvania,All Sexes,All Ages,1252,12002,1034,629,0,1658,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,04/01/2021,04/30/2021,By Month,Texas,All Sexes,All Ages,1460,19162,1810,836,0,2440,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2021,05/31/2021,By Month,California,All Sexes,All Ages,695,23503,1527,366,0,1858,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2021,05/31/2021,By Month,Florida,All Sexes,All Ages,1327,20058,1833,935,0,2229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2021,05/31/2021,By Month,Ohio,All Sexes,All Ages,548,10883,715,286,0,978,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
07/19/2023,05/01/2021,05/31/2021,By Month,Pennsylvania,All Sexes,All Ages,891,11913,878,479,0,1290,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
